transcript_id,SRR10416456-sorted,SRR10416457-sorted,SRR10416458-sorted,SRR10416459-sorted,SRR10416460-sorted,SRR10416461-sorted,SRR10416462-sorted,SRR10416463-sorted,SRR10416464-sorted,SRR10416465-sorted,SRR10416466-sorted,SRR10416467-sorted
MSTRG.456.1,154,337,36,603,2,0,67,30,5,432,139,755
MSTRG.458.1,11,0,0,59,0,0,0,51,25,37,0,35
MSTRG.444.1,623,115,48,1553,18,153,674,40,738,997,417,520
MSTRG.445.1,264,1577,0,692,0,0,8,23,64,234,0,277
MSTRG.446.1,696,1686,0,593,0,0,0,188,275,448,43,356
MSTRG.447.1,280,0,0,255,0,2,0,0,65,28,23,79
MSTRG.448.1,196,0,33,452,3,22,0,2,745,839,18,578
MSTRG.449.1,118,0,0,0,0,50,0,0,125,0,173,103
MSTRG.450.1,361,0,0,200,1190,222,14,571,518,1456,1351,1530
MSTRG.451.1,229,0,0,0,0,0,0,0,0,0,0,0
MSTRG.452.1,399,662,0,190,610,20,183,55,359,838,100,800
MSTRG.453.1,861,10,1226,1033,389,526,3669,1217,3518,2162,1452,1657
MSTRG.454.1,135,88,0,166,518,74,17,54,97,411,121,415
MSTRG.460.1,258,0,0,78,69,78,76,269,0,445,195,640
MSTRG.463.1,391,1775,214,831,340,184,17,595,782,929,2392,479
MSTRG.464.1,116,144,0,66,357,80,68,273,138,287,454,1909
MSTRG.465.1,428,22,791,619,12,542,1762,1796,1912,650,1024,2102
MSTRG.466.1,581,113,74,296,71,178,0,0,446,480,0,32
MSTRG.467.1,65,0,1,36,691,152,20,324,18,272,94,543
MSTRG.468.1,311,2,0,510,72,141,1148,29,191,455,125,765
MSTRG.469.1,61,0,0,0,612,24,8,0,0,0,26,434
MSTRG.471.1,30,36,84,716,0,0,0,16,233,313,63,70
MSTRG.470.1,1421,103,2,854,2766,1507,832,1260,844,446,2394,3729
MSTRG.472.1,402,161,414,1116,373,441,9,319,275,1007,480,976
MSTRG.473.1,139,674,21,382,241,177,93,197,514,401,1019,1155
MSTRG.475.1,0,0,0,0,0,0,0,371,0,0,279,538
MSTRG.474.1,869,0,0,125,64,84,0,40,424,555,62,355
MSTRG.476.1,84,30,0,319,0,0,14,74,50,304,35,176
MSTRG.477.1,111,0,0,130,9,28,50,2,23,4,98,304
MSTRG.478.1,123,300,14,373,269,33,0,76,340,754,36,448
MSTRG.482.1,2,62,0,191,0,0,0,7,50,177,23,121
MSTRG.479.1,1234,6,11,716,626,958,91,564,818,1782,913,1329
MSTRG.483.1,68,121,0,43,223,18,0,11,357,432,47,59
MSTRG.485.1,0,234,0,0,0,2,3,0,0,0,3,0
MSTRG.488.1,0,0,0,0,0,0,0,0,0,0,0,21
MSTRG.493.1,0,0,0,0,0,0,0,0,0,0,0,55
MSTRG.484.1,411,107,25,464,219,102,0,127,272,356,0,70
MSTRG.486.1,333,0,0,276,728,301,486,138,367,1220,441,724
MSTRG.487.1,20,317,0,32,246,85,150,343,7,13,360,785
MSTRG.489.1,1032,69,0,284,38,7,292,34,222,491,509,317
MSTRG.490.1,138,0,22,128,227,72,930,278,31,317,79,130
MSTRG.491.1,218,0,2,28,207,385,0,704,346,115,64,402
MSTRG.492.1,339,0,0,355,0,5,0,106,846,1436,105,172
MSTRG.494.1,2421,7661,2249,2687,169,1255,428,1829,4436,2634,2134,2966
MSTRG.496.1,172,0,0,505,0,0,0,296,475,724,0,158
MSTRG.495.1,4,0,0,0,0,0,0,0,10,95,0,54
MSTRG.497.1,5579,7508,3141,4756,577,641,5308,1706,6784,6884,5469,6454
MSTRG.502.1,0,0,0,121,0,0,0,0,0,287,0,293
MSTRG.499.1,0,0,0,0,0,0,0,304,0,0,0,0
MSTRG.500.1,0,0,0,0,0,20,0,0,0,0,0,39
MSTRG.501.1,0,0,0,0,0,0,0,0,0,0,0,33
MSTRG.498.1,3783,170,3,1593,226,941,5482,843,3042,3753,809,1984
MSTRG.509.1,258,0,0,304,400,0,79,243,0,3,112,609
MSTRG.506.1,0,0,0,144,379,284,44,0,0,10,227,147
MSTRG.503.1,5795,6703,2346,6626,2454,700,4489,2041,2613,8483,3200,15019
MSTRG.504.1,1296,96,329,478,551,189,3169,1456,949,657,1260,4352
MSTRG.505.1,58,1586,4,147,811,131,941,544,0,92,395,1410
MSTRG.507.1,417,30,0,190,0,0,0,0,71,214,0,0
MSTRG.508.1,1074,0,0,524,60,0,0,438,654,1104,446,771
MSTRG.511.1,711,0,0,1332,797,0,0,1902,3327,1620,2462,2305
MSTRG.512.1,593,0,0,460,0,469,0,255,2562,526,618,457
MSTRG.514.1,428,2829,3,461,83,0,0,442,113,260,414,1418
MSTRG.515.1,308,146,746,334,21,97,9,152,445,433,613,698
MSTRG.517.1,349,0,0,128,112,88,551,144,862,233,414,696
MSTRG.518.1,118,0,0,0,0,0,0,0,0,0,0,5
MSTRG.522.1,18,0,0,62,67,48,29,65,33,115,211,693
MSTRG.523.1,140,7,957,274,265,395,0,272,326,681,205,772
MSTRG.524.1,232,0,1140,19,0,0,0,0,40,29,0,70
MSTRG.525.1,35,0,7,435,6,0,15,0,383,1169,0,316
MSTRG.520.1,0,0,0,826,0,0,0,0,292,0,0,2011
MSTRG.521.1,6057,11437,1470,6840,997,836,1300,1643,5963,9648,4164,4331
MSTRG.521.2,19,0,0,60,0,0,0,177,111,28,19,327
MSTRG.526.1,492,4745,380,260,2,176,3,301,380,393,0,179
MSTRG.527.1,223,9,0,181,74,0,0,4,319,285,219,247
MSTRG.528.1,280,202,0,146,73,123,54,534,555,630,271,769
MSTRG.529.1,67,0,0,1,0,0,0,0,0,0,0,24
MSTRG.533.1,29,0,0,108,493,0,0,29,82,232,266,367
MSTRG.534.1,127,802,0,173,3,1,3,16,360,162,1,72
MSTRG.535.1,932,2,631,1056,21,805,3,334,890,1427,455,1064
MSTRG.536.1,1165,661,0,728,0,0,0,0,1202,640,76,187
MSTRG.537.1,468,2816,0,112,57,29,7,119,796,1029,110,805
MSTRG.538.1,42,22,0,21,0,0,0,17,57,5,110,110
MSTRG.539.1,7,0,0,11,0,0,0,176,176,75,170,54
MSTRG.540.1,212,0,3,364,2,11,0,0,174,268,156,214
MSTRG.541.1,135,0,0,76,362,0,0,0,742,235,93,201
MSTRG.542.1,333,0,20,132,9,20,0,84,60,553,126,415
MSTRG.545.1,478,1957,0,404,0,0,0,48,246,406,184,616
MSTRG.544.1,192,9,0,0,0,0,0,0,0,0,132,25
MSTRG.576.1,956,1773,56,826,55,53,352,212,511,575,539,683
MSTRG.561.1,0,0,0,0,0,0,0,199,0,0,0,0
MSTRG.566.1,0,0,0,0,0,0,0,2,0,0,0,62
MSTRG.572.1,0,0,0,0,0,0,0,0,0,0,0,25
MSTRG.574.1,0,0,0,0,0,1,0,0,0,0,0,89
MSTRG.547.1,71,1,0,24,26,5,4,56,119,292,179,40
MSTRG.548.1,700,1093,0,203,414,0,0,20,420,242,29,231
MSTRG.549.1,184,0,0,22,0,0,0,0,0,0,0,8
MSTRG.550.1,404,314,0,326,0,2,1024,576,335,432,340,488
MSTRG.551.1,39,69,0,2,0,0,0,0,18,55,0,0
MSTRG.552.1,1206,1960,1261,1665,1159,317,473,408,911,592,923,2396
MSTRG.553.1,753,383,294,1155,4,68,12,1019,699,1464,215,1619
MSTRG.554.1,356,0,0,43,6,12,0,0,217,883,0,22
MSTRG.555.1,7223,3973,2799,3773,4194,2095,3375,6367,19329,12694,10904,15128
MSTRG.556.1,3,3,0,0,0,0,0,344,0,0,0,19
MSTRG.557.1,685,2218,0,569,19,0,0,677,898,1797,671,2071
MSTRG.558.1,911,191,81,292,146,56,0,293,105,614,643,1257
MSTRG.559.1,7265,1301,95,5364,4894,1404,8114,4431,4002,7909,1982,12489
MSTRG.560.1,294,0,0,841,883,765,3519,315,163,871,780,3313
MSTRG.562.1,1151,543,4,1137,565,230,0,722,2582,2372,945,2308
MSTRG.563.1,613,0,179,93,0,43,0,18,85,413,0,89
MSTRG.564.1,10,2,46,136,0,3,0,78,14,546,679,123
MSTRG.565.1,169,417,0,211,227,0,27,180,309,611,327,1144
MSTRG.567.1,742,2943,429,1976,278,885,0,359,817,813,349,1439
MSTRG.568.1,4901,5,3762,4906,351,1721,4646,737,4184,5444,2620,1273
MSTRG.569.1,776,0,458,317,5,21,240,207,537,626,173,1038
MSTRG.570.1,41,0,0,2,0,0,3,0,19,2,0,275
MSTRG.571.1,884,1552,613,422,1039,40,1419,1005,817,496,1975,2619
MSTRG.573.1,775,36,3,551,770,94,246,1184,549,278,1288,3975
MSTRG.575.1,349,408,21,710,236,428,0,501,374,1426,279,859
MSTRG.577.1,1994,6343,79,963,540,318,1640,463,538,2696,566,1865
MSTRG.579.1,17,18,0,57,311,25,0,284,105,75,218,223
MSTRG.580.1,429,24,4,627,388,2285,2151,1809,1724,727,883,2667
MSTRG.597.1,143,0,0,112,3,3,1619,13,0,52,17,214
MSTRG.598.1,29,0,0,63,0,0,0,101,107,0,0,24
MSTRG.588.1,0,0,0,0,133,0,0,0,0,0,0,0
MSTRG.581.1,46,0,0,125,31,0,0,0,0,0,229,68
MSTRG.582.1,228,0,0,172,0,0,0,248,1333,422,0,331
MSTRG.584.1,546,70,0,213,818,586,323,953,221,1743,102,1467
MSTRG.583.1,343,3,79,38,0,0,2,0,229,43,0,0
MSTRG.585.1,111,0,0,203,282,13,47,67,0,8,10,256
MSTRG.586.1,673,5471,1017,2416,403,1119,6179,491,2248,1926,797,1344
MSTRG.587.1,531,141,28,510,9,37,27,75,440,771,28,668
MSTRG.589.1,340,0,0,408,47,94,20,152,163,176,416,390
MSTRG.590.1,396,0,0,31,108,74,0,421,133,183,144,443
MSTRG.591.1,37,0,0,0,0,3,0,0,0,0,60,27
MSTRG.593.1,294,0,0,209,0,551,1335,209,650,1097,728,486
MSTRG.592.1,26,0,0,4,0,0,0,2,236,120,0,250
MSTRG.594.1,101,0,0,262,0,54,0,0,10,49,50,72
MSTRG.595.1,3278,7652,257,5555,2072,1034,475,3291,6032,8099,2246,6216
MSTRG.596.1,325,0,6,160,0,209,607,132,178,71,40,343
MSTRG.599.1,774,0,0,409,18,0,0,552,118,676,164,470
MSTRG.600.1,73,0,0,0,0,0,0,2,0,0,0,10
MSTRG.601.1,147,0,84,49,0,0,0,7,0,16,20,26
MSTRG.602.1,360,10,48,66,71,0,0,79,49,735,243,609
MSTRG.603.1,219,0,0,233,3,24,0,76,602,277,413,132
MSTRG.606.1,40,0,0,10,0,0,198,12,191,289,64,62
MSTRG.605.1,593,1945,6,523,370,205,689,794,1301,813,657,2082
MSTRG.607.1,177,0,0,121,15,0,0,11,160,37,54,50
MSTRG.614.1,83,58,0,74,0,0,0,0,20,0,0,9
MSTRG.615.1,422,0,0,28,2,0,0,0,204,421,0,2
MSTRG.610.2,0,0,0,71,0,0,0,0,0,0,0,0
MSTRG.612.1,0,0,0,0,0,0,0,0,0,0,0,61
MSTRG.609.1,1343,0,2,663,838,191,363,822,437,1422,1338,2681
MSTRG.610.1,1557,1670,0,827,591,258,824,186,1621,1383,510,975
MSTRG.613.1,1465,465,849,1187,1486,364,1703,712,3613,2349,1209,1844
MSTRG.618.1,20,0,0,266,432,13,6,104,136,465,90,368
MSTRG.619.1,15,130,26,155,0,6,27,6,48,114,33,183
MSTRG.617.1,0,0,0,484,0,0,0,0,0,992,0,163
MSTRG.617.2,310,1112,46,1,201,508,3,149,1189,6,259,331
MSTRG.620.1,182,60,0,288,0,37,23,56,22,85,8,295
MSTRG.621.1,182,0,0,116,85,548,1114,297,0,144,1082,1052
MSTRG.622.1,91,0,0,0,0,0,0,0,0,0,0,0
MSTRG.623.1,326,5,2,590,964,3,272,124,75,971,90,1063
MSTRG.624.1,362,161,0,98,110,241,412,151,497,529,500,683
MSTRG.626.2,78,0,0,0,0,0,0,0,0,0,0,30
MSTRG.626.1,23,0,0,303,0,0,0,215,153,428,0,86
MSTRG.626.3,11,0,0,0,0,0,0,0,227,7,0,66
MSTRG.625.1,66,730,0,400,0,2,0,218,6,171,135,172
MSTRG.627.1,391,0,0,47,0,4,0,301,178,58,9,107
MSTRG.628.1,390,4,0,100,0,14,59,5,264,18,299,412
MSTRG.629.1,63,0,0,0,0,0,0,0,0,0,0,167
MSTRG.630.1,289,656,0,6,307,0,7,164,55,5,0,64
MSTRG.632.1,355,2,74,315,105,171,66,34,397,792,51,120
MSTRG.635.1,1721,2215,0,2892,2545,2849,4634,3141,2202,2268,4793,7444
MSTRG.636.1,444,444,0,529,4,0,0,83,979,537,152,453
MSTRG.637.1,148,365,0,700,712,148,1228,540,525,296,935,1234
MSTRG.638.1,244,382,391,159,754,41,9,140,73,382,379,536
MSTRG.639.1,229,269,0,215,0,8,0,4,45,60,347,149
MSTRG.640.1,1523,3975,1712,1163,62,156,650,496,1476,1921,588,1463
MSTRG.641.1,179,0,0,72,3,26,481,186,683,284,92,476
MSTRG.642.1,43,0,0,46,327,0,0,0,272,54,0,31
MSTRG.643.1,1197,8,3,713,83,39,2637,578,609,1241,1586,1055
MSTRG.644.1,71,507,221,221,128,97,33,40,223,104,155,158
MSTRG.645.1,155,60,52,188,0,193,1218,200,440,166,293,512
MSTRG.646.1,63,2,0,116,114,45,104,2,188,43,15,6
MSTRG.647.1,145,2,1,329,1079,860,153,1387,275,329,1060,5259
MSTRG.648.1,402,1122,508,157,448,513,294,276,812,542,196,529
MSTRG.649.1,375,35,656,302,13,408,3,472,431,438,180,1147
MSTRG.650.1,137,4,0,153,29,12,10,23,6,202,176,531
MSTRG.651.1,3107,3593,35,1653,410,617,2619,3553,3103,3083,4774,7924
MSTRG.663.1,307,0,112,813,238,198,771,529,559,413,361,925
MSTRG.665.1,157,837,10,303,30,11,37,816,673,738,62,797
MSTRG.668.1,211,4074,575,724,685,368,10,233,637,405,317,837
MSTRG.669.1,151,0,0,32,0,13,0,0,11,67,0,84
MSTRG.652.1,601,4,2,866,281,158,8,763,773,706,268,1024
MSTRG.653.1,53,0,0,0,0,0,390,0,0,0,0,228
MSTRG.654.1,934,472,4,264,6,0,0,13,654,1990,23,62
MSTRG.655.1,1284,4,450,773,61,220,430,285,249,1197,427,472
MSTRG.656.1,511,6760,401,2555,226,315,985,229,987,1156,17,835
MSTRG.657.1,199,0,0,8,0,410,0,0,39,15,0,15
MSTRG.658.1,140,2,18,94,6,63,0,259,259,78,7,187
MSTRG.659.1,1150,1033,2270,757,202,1024,1067,1413,2647,2016,1424,1909
MSTRG.660.1,9,0,0,99,0,0,307,0,278,0,0,586
MSTRG.661.1,4843,2214,373,2542,776,451,2150,1509,4166,3524,2742,3509
MSTRG.677.1,15,0,0,54,0,31,0,10,10,0,44,31
MSTRG.675.1,0,1,0,1,0,0,0,1,1,0,1,80
MSTRG.672.1,1622,1443,61,706,433,1353,4484,995,1956,1771,705,1581
MSTRG.673.1,504,642,50,416,424,674,0,96,110,1049,848,857
MSTRG.674.1,342,297,18,878,145,1581,6914,1728,396,414,2099,1652
MSTRG.679.1,817,370,0,1475,473,16,815,588,549,1164,668,1718
MSTRG.680.1,196,66,0,36,130,16,136,351,142,92,118,1010
MSTRG.681.1,216,0,147,80,56,31,0,132,110,270,52,459
MSTRG.682.1,15,0,0,10,434,0,0,8,64,25,61,276
MSTRG.683.1,519,4060,903,396,1071,5,4092,341,611,507,145,852
MSTRG.684.1,143,0,0,54,353,624,2,3,248,327,170,217
MSTRG.685.1,53,2,0,777,292,0,0,171,135,263,128,488
MSTRG.686.1,432,1067,49,713,197,129,857,66,137,1065,185,917
MSTRG.688.1,1272,44,174,600,466,9,2,464,809,1671,964,1994
MSTRG.689.1,143,1742,29,993,502,34,424,21,471,1268,811,777
MSTRG.690.1,277,68,1339,23,16,0,0,13,3,166,140,172
MSTRG.691.1,695,2,0,51,0,0,0,0,318,100,0,44
MSTRG.693.1,547,0,0,861,579,0,0,168,1039,657,181,858
MSTRG.694.1,194,0,0,94,443,91,160,128,268,262,95,313
MSTRG.695.1,1591,3970,484,657,483,1567,2069,366,569,2230,940,1517
MSTRG.699.1,0,0,0,0,0,0,0,0,222,0,0,1
MSTRG.698.1,317,17,113,123,0,9,0,3,403,192,0,51
MSTRG.700.1,3005,3302,3878,2348,790,2044,403,1235,4719,3319,1476,3543
MSTRG.701.1,7607,11257,5769,10051,7717,7697,7150,3317,8623,8509,6773,8918
MSTRG.702.1,1579,322,461,963,589,240,2182,792,1281,1210,972,1252
MSTRG.704.1,186,17,0,84,12,136,411,272,481,168,388,559
MSTRG.703.1,2433,9025,2997,3359,1491,1587,2624,3299,8476,4366,5658,7692
MSTRG.705.1,2379,513,896,601,3129,914,5259,1337,2637,3086,1884,4803
MSTRG.706.1,105,0,0,0,38,0,0,0,365,23,0,45
MSTRG.707.1,262,6,11,526,5,0,0,101,107,514,260,434
MSTRG.708.1,410,597,841,609,882,91,0,929,602,496,665,1165
MSTRG.709.1,723,4637,85,816,81,161,303,336,1310,739,347,882
MSTRG.710.1,255,839,2,47,1371,1843,5742,290,148,179,390,1167
MSTRG.711.1,1974,58,4,1379,3277,1730,3380,2115,1704,3095,1587,4786
MSTRG.712.1,519,2854,835,474,1290,1752,746,1643,1495,577,2889,3221
MSTRG.714.1,204,0,0,93,42,48,2,42,203,334,205,464
MSTRG.715.1,440,204,1228,669,203,173,35,128,1923,900,252,585
MSTRG.716.1,1027,1047,598,607,408,348,10,1264,2638,1774,855,2464
MSTRG.728.1,47,0,0,76,74,0,0,8,324,258,92,41
MSTRG.718.1,0,0,0,0,0,0,0,0,76,0,0,0
MSTRG.722.1,0,0,0,0,28,87,47,2,2,144,3,222
MSTRG.725.1,0,0,0,0,0,0,0,0,0,0,41,0
MSTRG.717.1,1390,871,258,874,320,803,269,555,1493,2512,2172,2693
MSTRG.719.1,99,19,0,28,4,0,336,88,117,296,59,335
MSTRG.720.1,468,0,273,453,0,32,0,221,405,1031,29,1105
MSTRG.721.1,961,16,1,542,459,37,117,614,1136,1090,1118,1523
MSTRG.723.1,4440,7922,96,4089,2035,3080,3528,4485,4384,8015,3291,9918
MSTRG.724.1,2449,1883,773,2023,3844,1904,6393,1895,2174,5437,2512,7398
MSTRG.726.1,366,2,0,137,1754,2003,3840,422,0,178,592,1918
MSTRG.727.1,6,0,0,156,0,3,0,453,27,428,0,93
MSTRG.729.1,222,26,0,634,567,227,1365,468,245,1692,468,739
MSTRG.730.1,63,5,0,36,38,130,34,90,122,18,103,456
MSTRG.731.1,81,0,0,0,0,0,0,12,66,19,0,115
MSTRG.732.1,3572,5606,2897,8469,1712,2062,7745,2952,7161,3049,3355,4843
MSTRG.733.1,324,0,133,708,2,77,0,282,1312,452,422,1045
MSTRG.736.1,56,39,210,185,1024,249,1250,661,73,62,294,1371
MSTRG.735.1,975,17,89,682,414,17,559,129,333,289,483,756
MSTRG.737.1,604,30,60,890,125,487,78,703,418,990,732,1684
MSTRG.738.1,70,1463,0,157,0,310,0,42,0,0,148,130
MSTRG.739.1,872,0,0,638,723,376,2121,310,785,1698,565,2334
MSTRG.741.1,0,0,0,72,0,0,0,0,0,0,0,0
MSTRG.740.1,279,0,0,11,0,0,0,0,0,149,13,18
MSTRG.742.1,1924,258,2,641,769,104,0,360,978,975,110,354
MSTRG.743.1,321,207,3,421,695,12,0,943,108,1127,1175,1198
MSTRG.744.1,39,0,0,0,0,0,0,0,0,0,0,0
MSTRG.746.1,79,11,0,87,0,0,0,3,205,49,171,9
MSTRG.745.1,1283,1158,32,1468,942,654,0,489,911,2077,551,1255
MSTRG.757.1,105,0,0,63,210,173,0,20,127,154,12,41
MSTRG.758.1,35,38,0,51,0,84,4,310,119,274,0,189
MSTRG.754.1,0,0,0,3,0,5,0,0,0,0,0,72
MSTRG.747.1,875,625,394,616,256,1140,840,1491,1170,834,2054,2648
MSTRG.748.1,687,4,2,626,0,430,11,141,177,251,882,594
MSTRG.749.1,4,355,3,36,70,0,9,171,0,3,503,510
MSTRG.750.1,580,29,233,253,519,81,0,308,301,931,417,1072
MSTRG.751.1,41549,58309,26512,51144,15786,28424,46618,8553,51753,52079,12077,11932
MSTRG.752.1,437,0,0,181,143,29,1727,13,695,493,831,805
MSTRG.753.1,475,1492,0,728,685,1112,1263,1962,1057,1145,1448,2894
MSTRG.755.1,4680,1672,745,4398,71,539,1326,1293,5650,4324,2285,3212
MSTRG.756.1,28,0,0,0,0,0,0,0,0,0,0,0
MSTRG.759.1,1224,508,84,800,872,611,930,1551,1341,1357,1284,5043
MSTRG.760.1,382,0,0,67,636,0,81,205,128,390,343,838
MSTRG.761.1,182,61,0,681,108,791,0,685,259,314,302,894
MSTRG.762.1,61,0,117,66,0,4,4,17,113,159,6,58
MSTRG.765.1,824,1288,20,315,284,438,2211,952,1036,1625,647,512
MSTRG.767.1,101,0,0,85,0,5,0,119,150,253,15,273
MSTRG.770.1,0,0,0,0,0,0,0,0,0,140,0,0
MSTRG.771.1,0,264,211,19,0,0,0,11,0,0,37,11
MSTRG.775.1,0,0,0,216,0,0,0,221,0,0,0,50
MSTRG.780.1,0,2,0,0,19,0,0,253,0,0,4,235
MSTRG.769.1,442,1339,485,639,231,40,795,57,465,817,170,408
MSTRG.772.1,146,12,61,171,18,37,0,785,101,378,521,925
MSTRG.773.1,2,3,0,1,0,0,0,0,0,197,6,3
MSTRG.774.1,47,0,0,17,5,3,0,3,204,6,69,170
MSTRG.776.1,1064,4,178,740,1397,48,1685,273,769,1167,519,1230
MSTRG.777.1,112,1,0,50,277,476,1294,330,512,27,498,660
MSTRG.778.1,337,227,0,373,447,33,8,5,272,38,189,234
MSTRG.779.1,57,0,0,17,0,0,0,209,0,7,0,41
MSTRG.781.1,191,53,1,176,22,20,1665,58,182,140,50,558
MSTRG.785.1,1161,25,23,105,764,1644,206,628,97,67,299,730
MSTRG.785.2,364,168,0,6,2,415,0,188,6,46,0,364
MSTRG.788.1,352,0,0,319,1318,767,398,310,0,754,330,803
MSTRG.786.1,101,0,0,63,0,0,0,0,14,0,0,108
MSTRG.787.1,22,0,0,90,0,0,0,48,164,39,7,212
MSTRG.789.1,424,1696,417,1143,719,121,731,1677,1846,1221,2987,3343
MSTRG.790.1,4084,656,511,2233,2922,1047,2244,2467,3363,5547,4573,7611
MSTRG.792.1,28,220,0,228,308,28,59,33,195,90,21,626
MSTRG.791.1,859,1077,0,776,362,931,2233,1334,1271,810,1425,1422
MSTRG.793.1,135,0,0,292,0,0,0,16,579,41,24,199
MSTRG.794.1,270,194,147,204,1589,341,1683,1938,467,1066,823,3300
MSTRG.795.1,0,97,0,0,0,0,0,0,0,0,0,37
MSTRG.796.1,0,0,0,0,1,0,0,3219,0,0,0,1925
MSTRG.797.1,2904,0,0,5383,5762,0,0,6958,5819,7245,5472,30091
MSTRG.798.1,638,2,0,401,0,52,40,100,212,263,666,276
MSTRG.831.1,137,0,0,41,495,146,0,48,23,54,0,565
MSTRG.832.1,55,56,14,10,21,0,0,18,15,5,12,110
MSTRG.835.1,0,0,0,0,0,0,0,23,0,0,0,0
MSTRG.833.1,324,0,0,0,15,125,73,52,64,27,5,29
MSTRG.834.1,708,34,0,453,18,273,5,5,64,866,25,228
MSTRG.836.1,2219,672,0,1171,90,14,123,82,1120,1339,951,602
MSTRG.837.1,487,0,0,14,160,894,7,30,507,42,86,153
MSTRG.839.1,197,0,422,45,0,82,1259,142,37,99,9,123
MSTRG.840.1,192,2,0,0,0,0,0,0,0,0,0,2
MSTRG.841.1,76,4,0,60,71,0,8,52,26,0,0,360
MSTRG.805.1,0,0,0,0,0,0,0,0,0,0,0,21
MSTRG.816.1,0,0,0,0,0,0,0,0,0,0,34,0
MSTRG.817.1,0,0,0,16,0,0,0,0,0,0,0,1
MSTRG.823.1,0,0,0,0,0,0,0,0,0,0,0,35
MSTRG.826.1,0,0,0,0,10,0,0,10,88,5,0,66
MSTRG.799.1,30,792,8,1134,64,4,1,43,411,1062,232,1199
MSTRG.800.1,33,0,0,42,275,0,0,29,282,128,0,115
MSTRG.801.1,790,94,307,620,6,0,0,87,1049,1767,50,212
MSTRG.802.1,692,1875,1342,479,8,2,0,102,1155,734,57,102
MSTRG.804.1,370,0,0,104,1264,0,132,31,285,247,0,410
MSTRG.803.1,1,0,0,0,1,1,0,214,1,0,2,2
MSTRG.806.1,917,0,3,1316,0,342,0,61,1773,1477,232,151
MSTRG.807.1,531,82,1125,422,5,339,2677,179,839,629,180,1073
MSTRG.808.1,13,0,1,5,13,28,23,13,6,5,16,27
MSTRG.809.1,620,0,0,188,25,52,7,0,282,1063,117,348
MSTRG.810.1,1747,1243,421,1114,552,789,1385,1301,1916,1968,1853,2813
MSTRG.811.1,430,2,0,173,35,12,323,293,165,192,209,171
MSTRG.812.1,165980,41720,14115,38951,207969,361500,408061,300359,97188,127802,368112,499828
MSTRG.813.1,3685,425,10,596,5212,3056,8982,4345,1255,2790,7267,15679
MSTRG.814.1,65,0,0,0,0,0,0,0,0,0,0,0
MSTRG.815.1,36,2,0,6,0,2,0,103,11,512,45,175
MSTRG.818.1,4,0,0,0,9,0,0,18,24,7,61,284
MSTRG.819.1,548,0,50,528,0,0,0,0,145,388,0,97
MSTRG.820.1,67,19,210,27,0,0,0,343,64,218,91,374
MSTRG.821.1,491,0,0,99,6,0,22,31,605,410,139,412
MSTRG.822.1,896,38,0,630,1150,299,8,276,897,776,590,1080
MSTRG.825.1,1719,2185,117,1154,1181,1439,2458,2476,1810,1625,3547,5811
MSTRG.824.1,2,0,0,124,0,60,0,73,57,0,0,147
MSTRG.827.1,141,0,0,14,0,27,0,2,0,2,7,9
MSTRG.828.1,147,0,0,60,0,0,0,36,95,122,6,338
MSTRG.829.1,2521,639,761,2726,1391,1328,1173,3014,4648,4655,4492,6054
MSTRG.842.1,9481,6497,1318,9232,1563,4195,12067,4009,4942,9759,4108,5430
MSTRG.843.1,958,181,221,1507,241,2,336,1203,784,1628,568,1212
MSTRG.845.1,0,0,0,0,0,0,0,1474,0,0,0,0
MSTRG.846.1,1967,0,0,1062,0,0,0,0,3532,2413,1293,2274
MSTRG.852.1,0,0,0,0,0,0,0,0,0,0,473,44
MSTRG.847.1,7371,4167,3394,5242,3405,1375,2331,4895,10199,11181,5713,11875
MSTRG.848.1,1006,101,57,698,1085,81,297,418,1028,581,556,378
MSTRG.849.1,809,0,233,171,7,13,0,847,207,156,194,491
MSTRG.850.1,7,6,1128,139,0,30,0,27,3,226,14,197
MSTRG.851.1,1786,474,684,1322,1508,1190,1543,1185,3070,1623,1354,3118
MSTRG.853.1,1264,3786,105,1622,1733,3855,1469,2755,1370,1735,2389,4744
MSTRG.854.1,1423,0,0,741,836,305,42,1347,377,1163,696,3467
MSTRG.856.1,928,4,14,264,457,4,435,7,595,1141,412,378
MSTRG.857.1,235,77,0,0,402,0,0,306,151,153,256,378
MSTRG.858.1,4671,1969,2444,3356,2586,3846,2346,2068,4666,4639,1076,6496
MSTRG.860.1,1393,157,0,1149,0,80,0,36,1177,2518,93,1077
MSTRG.864.1,675,13,0,302,497,0,2624,289,596,1185,0,1475
MSTRG.865.1,1198,479,61,1106,987,725,97,319,1108,1071,2013,1754
MSTRG.866.1,2664,3045,0,529,961,63,63,265,137,499,529,948
MSTRG.867.1,301,0,0,0,0,7,0,0,0,0,0,4
MSTRG.868.1,189,761,0,259,18,47,0,114,84,371,4,50
MSTRG.869.1,1109,1448,0,1868,251,579,1566,777,3098,2453,1074,1923
MSTRG.870.1,2660,2248,0,988,4536,7947,8803,5282,548,3232,4852,7763
MSTRG.871.1,4155,2962,1236,3954,1718,2178,5935,3920,3645,5604,5411,5876
MSTRG.872.1,102,0,0,332,9,17,0,190,499,551,0,291
MSTRG.873.1,4884,5879,1524,5170,749,1237,2550,3618,8492,6527,2969,3448
MSTRG.874.1,504,0,0,530,281,717,853,1211,482,268,1869,1994
